0,0,0,0
0.1,0,0,0
0.2,0,0,0
0.3,0,0,0
0.4,0,0,0
0.5,0,0,0
0.6,0,0,0
0.7,0,0,0
0.8,0,0,0
0.9,0,0,0
1,0,0,0
1.1,0,0,0
1.2,0,0,0
1.3,0,0,0
1.4,0,0,0
1.5,0,0,0
1.6,0,0,0
1.7,0,0,0
1.8,0,0,0
1.9,0,0,0
2,0,0,0
2.1,0,0,0
2.2,0,0,0
2.3,0,0,0
2.4,0,0,0
2.5,0,0,0
2.6,0,0,0
2.7,0,0,0
2.8,0,0,0
2.9,0,0,0
3,0,0,0
3.1,0,0,0
3.2,0,0,0
3.3,0,0,0
3.4,0,0,0
3.5,0,0,0
3.6,0,0,0
3.7,0,0,0
3.8,0,0,0
3.9,0,0,0
4,0,0,0
4.1,0,0,0
4.2,0,0,0
4.3,0,0,0
4.4,0,0,0
4.5,0,0,0
4.6,0,0,0
4.7,0,0,0
4.8,0,0,0
4.9,0,0,0
5,0,0,0
5.1,0.15,1.5,0.0225
5.2,0.3,1.5,0.06
5.3,0.45,1.5,0.1125
5.4,0.6,1.5,0.18
5.5,0.75,1.5,0.2625
5.6,0.9,1.5,0.36
5.7,1.05,1.5,0.4725
5.8,1.2,1.5,0.6
5.9,1.35,1.5,0.7425
6,1.5,1.5,0.9
6.1,1.65,1.5,1.0725
6.2,1.8,1.5,1.26
6.3,1.95,1.5,1.4625
6.4,2.1,1.5,1.68
6.5,2.25,1.5,1.9125
6.6,2.4,1.5,2.16
6.7,2.55,1.5,2.4225
6.8,2.7,1.5,2.7
6.9,2.85,1.5,2.9925
7,3,1.5,3.3
7.1,3.15,1.5,3.6225
7.2,3.3,1.5,3.96
7.3,3.45,1.5,4.3125
7.4,3.6,1.5,4.68
7.5,3.75,1.5,5.0625
7.6,3.9,1.5,5.46
7.7,4.05,1.5,5.8725
7.8,4.2,1.5,6.3
7.9,4.35,1.5,6.7425
8,4.5,1.5,7.2
8.1,4.65,1.5,7.6725
8.2,4.8,1.5,8.16
8.3,4.95,1.5,8.6625
8.4,5.1,1.5,9.18
8.5,5.25,1.5,9.7125
8.6,5.4,1.5,10.26
8.7,5.55,1.5,10.8225
8.8,5.7,1.5,11.4
8.9,5.85,1.5,11.9925
9,6,1.5,12.6
9.1,6.15,1.5,13.2225
9.2,6.3,1.5,13.86
9.3,6.45,1.5,14.5125
9.4,6.6,1.5,15.18
9.5,6.75000000000001,1.5,15.8625
9.6,6.90000000000001,1.5,16.56
9.7,7.05000000000001,1.5,17.2725
9.8,7.20000000000001,1.5,18
9.9,7.35000000000001,1.5,18.7425
